title,type,titlereleased,rating,actors,director,category,imdb,runtime,description,language,actor_0,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10,actor_11,actor_12,actor_13,actor_14,actor_15,actor_16,actor_17,actor_18,actor_19,actor_20,director_0,director_1,director_2,director_3,director_4,director_5,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_7
A Chinese Odyssey Part Two: Cinderella ,Movie,1995,TV-14,"Stephen Chow, Man-Tat Ng, Athena Chu",Jeffrey Lau,"Action, Adventure, Comedy",,98 min,"After using the Pandora's Box, Joker finds himself stuck centuries in the past, where he encounters his old master and an array of villains.",Cantonese,Stephen Chow,Man-Tat Ng,Athena Chu,,,,,,,,,,,,,,,,,,,Jeffrey Lau,,,,,,Action,Adventure,Comedy,,,,,
A Chinese Odyssey: Part One - Pandora's Box,Movie,1995,TV-14,"Stephen Chow, Man-Tat Ng, Kar-Ying Law",Jeffrey Lau,"Action, Adventure, Comedy",,87 min,"When the Goddess of Happiness tosses the Longevity Monk and his disciples out of heaven (because the Monkey King tried to attain immortality), the Monkey King is reincarnated as the Joker. He now spends his time chasing two jealous women.",Cantonese,Stephen Chow,Man-Tat Ng,Kar-Ying Law,,,,,,,,,,,,,,,,,,,Jeffrey Lau,,,,,,Action,Adventure,Comedy,,,,,
A Choo,Movie,2020,TV-14,"Kai Ko, Louis Koo, Ariel Lin, Kuan-Ting Liu","Kevin Ko, Peter Tsi","Fantasy, Romance",,102 min,"Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain.",Mandarin,Kai Ko,Louis Koo,Ariel Lin,Kuan-Ting Liu,,,,,,,,,,,,,,,,,,Kevin Ko,Peter Tsi,,,,,Fantasy,Romance,,,,,,
A Christmas Prince,Movie,2017,TV-PG,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",Alex Zamm,,5.7,92 minutes,Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.,English,Rose McIver,Ben Lamb,Alice Krige,Honor Kneafsey,,,,,,,,,,,,,,,,,,Alex Zamm,,,,,,,,,,,,,
A Christmas Prince: The Royal Baby,Movie,2019,TV-PG,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",John Schultz,,5.3,85 minutes,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery.",English,Rose McIver,Ben Lamb,Alice Krige,Honor Kneafsey,,,,,,,,,,,,,,,,,,John Schultz,,,,,,,,,,,,,
A Christmas Prince: The Royal Wedding,Movie,2018,TV-PG,"Rose McIver, Ben Lamb, Alice Krige, Simon Dutton",John Schultz,,5.2,93 minutes,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",English,Rose McIver,Ben Lamb,Alice Krige,Simon Dutton,,,,,,,,,,,,,,,,,,John Schultz,,,,,,,,,,,,,
A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Movie,2016,TV-Y7,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee",Thomas Astruc,,7.7,21 minutes,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.,English,Cristina Vee,Bryce Papenbrook,Keith Silverstein,Mela Lee,,,,,,,,,,,,,,,,,,Thomas Astruc,,,,,,,,,,,,,
A Cinderella Story,Movie,2004,PG,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd",Mark Rosman,"Children & Family Movies
                  Comedies",5.9,95 minutes,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,English,Hilary Duff,Chad Michael Murray,Jennifer Coolidge,Dan Byrd,,,,,,,,,,,,,,,,,,Mark Rosman,,,,,,"Children & Family Movies
                  Comedies",,,,,,,
A Cinderella Story: Christmas Wish,Movie,2019,PG,"Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch",Michelle Johnston,,5.2,86 minutes,"Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle.",English,Laura Marano,Gregg Sulkin,Isabella Gomez,Johannah Newmarch,,,,,,,,,,,,,,,,,,Michelle Johnston,,,,,,,,,,,,,
A Classic Horror Story ,Movie,2021,TV-MA,"Matilda Anna Ingrid Lutz, Francesco Russo, Peppino Mazzotta, Will Merrick","Roberto De Feo, Paolo Strippoli","Drama, Horror, Mystery, Thriller",,95 min,"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.",Italian,Matilda Anna Ingrid Lutz,Francesco Russo,Peppino Mazzotta,Will Merrick,,,,,,,,,,,,,,,,,,Roberto De Feo,Paolo Strippoli,,,,,Drama,Horror,Mystery,Thriller,,,,
A Clockwork Orange,Movie,1971,PG,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke",Stanley Kubrick,"Classic Movies
                  Cult Movies
                  Dramas",8.2,136 minutes,"A young man spends his time stealing, raping and beating innocent people in nihilistic orgies of violence, all in an attempt to get his nightly kicks.",English,Malcolm McDowell,Patrick Magee,Michael Bates,Warren Clarke,,,,,,,,,,,,,,,,,,Stanley Kubrick,,,,,,"Classic Movies
                  Cult Movies
                  Dramas",,,,,,,
A Cop Movie,Movie,2021,R,"Mónica Del Carmen, Raúl Briones, María Teresa Hernández Cañas, José de Jesús Rodríguez Hernández",Alonso Ruizpalacios,Documentary,,107 mins,"This documentary walks the line between fact and fiction, delving into corruption in the Mexican police through the experiences of two officers.",Spanish,Mónica Del Carmen,Raúl Briones,María Teresa Hernández Cañas,José de Jesús Rodríguez Hernández,,,,,,,,,,,,,,,,,,Alonso Ruizpalacios,,,,,,Documentary,,,,,,,
A Cowgirl's Song ,Movie,2022,PG,"Cheryl Ladd, Rachel Cannon, Savannah Lee May",Timothy Armstrong,"Drama, Music",,93 min,"After her father is wrongly arrested, an aspiring teen singer teams up with her grandmother, a country music legend, to raise the money for bail.",English,Cheryl Ladd,Rachel Cannon,Savannah Lee May,,,,,,,,,,,,,,,,,,,Timothy Armstrong,,,,,,Drama,Music,,,,,,
A Cut Above ,Movie,2022,TV-MA,"Juliana Alves, Neusa Borges, Solange Couto",Rodrigo França,Comedy,,90 min,"With his mom's salon on the brink of bankruptcy, a dedicated son rolls up his sleeves to help and discovers himself as the coolest barber on the block.",Portuguese,Juliana Alves,Neusa Borges,Solange Couto,,,,,,,,,,,,,,,,,,,Rodrigo França,,,,,,Comedy,,,,,,,
A Drop of Blood ,Movie,2015,TV-PG,"Fitore Broqi, May-Linda Kosumovic, Ilire Vinca Celaj",Bekim Guri,"Short, Drama",,60 mins,"Feeling neglected after her father takes a new wife, a young girl soon realizes that her new stepmom is far more dangerous than she thought.",Albanian,Fitore Broqi,May-Linda Kosumovic,Ilire Vinca Celaj,,,,,,,,,,,,,,,,,,,Bekim Guri,,,,,,Short,Drama,,,,,,
A Drowning Man ,Movie,2017,TV-MA,"Atef Alshafei, Jalal Qaniry, Thymios Koukios",Mahdi Fleifel,"Short, Drama",,15 min,"Alone and away from home, a Palestinian man paces the streets of Athens as he contends with his new life in exile.",Arabic,Atef Alshafei,Jalal Qaniry,Thymios Koukios,,,,,,,,,,,,,,,,,,,Mahdi Fleifel,,,,,,Short,Drama,,,,,,
A Fairly Odd Summer,Movie,2014,TV-Y,"Drake Bell, Daniella Monet, David Lewis, Susanne Blakeslee",Savage Steve Holland,,3.9,67 minutes,"In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands.",English,Drake Bell,Daniella Monet,David Lewis,Susanne Blakeslee,,,,,,,,,,,,,,,,,,Savage Steve Holland,,,,,,,,,,,,,
A Fall from Grace,Movie,2020,TV-MA,"Crystal Fox, Phylicia Rashad, Cicely Tyson, Bresha Webb",Tyler Perry,,5.8,120 minutes,"When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry.",English,Crystal Fox,Phylicia Rashad,Cicely Tyson,Bresha Webb,,,,,,,,,,,,,,,,,,Tyler Perry,,,,,,,,,,,,,
A Family ,Movie,2020,TV-MA,"Gô Ayano, Naoyuki Fernandez, Hayato Ichihara",Michihito Fujii,"Crime, Drama",,136 min,"Taken in by the yakuza at a young age, Kenji swears allegiance to his old-school boss, pledging to adhere to the family code amid ever-changing times.",Japanese,Gô Ayano,Naoyuki Fernandez,Hayato Ichihara,,,,,,,,,,,,,,,,,,,Michihito Fujii,,,,,,Crime,Drama,,,,,,
A Family Reunion Christmas,Movie,2019,TV-PG,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson",Robbie Countryman,,5.4,29 minutes,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,English,Loretta Devine,Tia Mowry-Hardrict,Anthony Alabi,Talia Jackson,,,,,,,,,,,,,,,,,,Robbie Countryman,,,,,,,,,,,,,
A Faraway Land ,Movie,2020,TV-PG,"Paolo Contis, Yen Santos, Hans Tórgarð, Ruby Ruiz, Zweden Obias, Maria Rianne Castro",Veronica Velasco,"Drama, Romantic",,101 mins,"In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story.",Filipino,Paolo Contis,Yen Santos,Hans Tórgarð,Ruby Ruiz,Zweden Obias,Maria Rianne Castro,,,,,,,,,,,,,,,,Veronica Velasco,,,,,,Drama,Romantic,,,,,,
A Farewell to Ozark ,Movie,2022,TV-MA,,,Documentary,,30 mins,"Jason Bateman, Laura Linney and other cast members open up about the show's characters and creators, plus what they'll miss most. Contains spoilers.",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,Documentary,,,,,,,
A Fortunate Man,Movie,2018,TV-MA,"Esben Smed, Katrine Rosenthal, Benjamin Kitter, Julie Christiansen",Bille August,,7.2,167 minutes,"A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.",Danish,Esben Smed,Katrine Rosenthal,Benjamin Kitter,Julie Christiansen,,,,,,,,,,,,,,,,,,Bille August,,,,,,,,,,,,,
A Futile and Stupid Gesture,Movie,2018,TV-MA,"Will Forte, Domhnall Gleeson, Emmy Rossum, Martin Mull",David Wain,,6.8,101 minutes,"In a life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s.",English,Will Forte,Domhnall Gleeson,Emmy Rossum,Martin Mull,,,,,,,,,,,,,,,,,,David Wain,,,,,,,,,,,,,
A Ghost Story,Movie,2017,R,"Casey Affleck, Rooney Mara, Liz Franke, Rob Zabrecky",David Lowery,,6.8,92 minutes,"Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open.",English,Casey Affleck,Rooney Mara,Liz Franke,Rob Zabrecky,,,,,,,,,,,,,,,,,,David Lowery,,,,,,,,,,,,,
A Giant Jack Christmas (A Trash Truck Christmas) ,Movie,2020,TV-Y,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, John DiMaggio",Eddie Rosas,"Kids, Animation, Christmas, Family",,28 mins,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",English,Henry Keane,Glen Keane,Lucas Neff,Brian Baumgartner,Jackie Loeb,John DiMaggio,,,,,,,,,,,,,,,,Eddie Rosas,,,,,,Kids,Animation,Christmas,Family,,,,
A Good Old Fashioned Orgy ,Movie,2011,R,"Jason Sudeikis, Leslie Bibb, Tyler Labine","Alex Gregory, Peter Huyck","Comedy, Romance",,95 min,"When Eric learns that his family plans to sell their house in the Hamptons, he proposes one last bash to his group of friends.",English,Jason Sudeikis,Leslie Bibb,Tyler Labine,,,,,,,,,,,,,,,,,,,Alex Gregory,Peter Huyck,,,,,Comedy,Romance,,,,,,
A Home with A View,Movie,2019,TV-MA,"Francis Ng Chun-yu, Louis Koo, Anita Yuen, Cheung Tat-ming",Herman Yau,,5.9,91 minutes,"When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down.",Cantonese,Francis Ng Chun-yu,Louis Koo,Anita Yuen,Cheung Tat-ming,,,,,,,,,,,,,,,,,,Herman Yau,,,,,,,,,,,,,
A Jazzman's Blues ,Movie,2022,R,"Ryan Eggold, Milauna Jackson, Solea Pfeiffer",Tyler Perry,Drama,,127 min,Tyler Perry's tale of forbidden love and family drama unravels 40 years of secrets and lies against a soundtrack of juke-joint blues in the Deep South.,English,Ryan Eggold,Milauna Jackson,Solea Pfeiffer,,,,,,,,,,,,,,,,,,,Tyler Perry,,,,,,Drama,,,,,,,
A Kid from Coney Island ,Movie,2019,TV-MA,Stephon Marbury,"Coodie, Chike Ozah","Documentary, Biography, Sport",8.1,95 min,"From gifted athlete to professional NBA hooper, Coney Island's Stephon Marbury navigates the pressures, pitfalls and peaks of his basketball journey.",English,Stephon Marbury,,,,,,,,,,,,,,,,,,,,,Coodie,Chike Ozah,,,,,Documentary,Biography,Sport,,,,,
A Knight's Tale ,Movie,2001,PG-13,"Heath Ledger, Rufus Sewell, Shannyn Sossamon, Paul Bettany",Brian Helgeland,"Action, Adventure, Romance",6.9,132 min,"After a young squire finds a way to pass himself off as a bona fide knight, he becomes a jousting champion while romancing an admiring princess.",English,Heath Ledger,Rufus Sewell,Shannyn Sossamon,Paul Bettany,,,,,,,,,,,,,,,,,,Brian Helgeland,,,,,,Action,Adventure,Romance,,,,,
A Land Imagined,Movie,2019,TV-MA,"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico",Yeo Siew Hua,,6.3,95 minutes,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,Mandarin,Peter Yu,Liu Xiaoyi,Guo Yue,Ishtiaque Zico,,,,,,,,,,,,,,,,,,Yeo Siew Hua,,,,,,,,,,,,,
A Life of Speed: The Juan Manuel Fangio Story,Movie,2020,TV-14,,Francisco Macri,,6.7,92 minutes,"Juan Manuel Fangio was the Formula One king, winning five world championships in the early 1950s — before protective gear or safety features were used.",Spanish,,,,,,,,,,,,,,,,,,,,,,Francisco Macri,,,,,,,,,,,,,
A Little Princess,Movie,1995,G,"Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer",Alfonso Cuarón,"Children & Family Movies
                  Dramas",7.7,97 minutes,"With her father fighting in World War I, young Sara enrolls in boarding school and clashes with a headmistress who tries to stifle her self-worth.",English,Liesel Matthews,Eleanor Bron,Liam Cunningham,Rusty Schwimmer,,,,,,,,,,,,,,,,,,Alfonso Cuarón,,,,,,"Children & Family Movies
                  Dramas",,,,,,,
A Love Song for Latasha ,Movie,2019,TV-PG,Brittany Hudson,Sophia Nahli Allison,"Documentary, Short",,19 min,The killing of Latasha Harlins became a flashpoint for the 1992 LA uprising. This documentary evocatively explores the 15-year-old's life and dreams.,English,Brittany Hudson,,,,,,,,,,,,,,,,,,,,,Sophia Nahli Allison,,,,,,Documentary,Short,,,,,,
A Love Story,Movie,2007,TV-14,"Maricel Soriano, Aga Muhlach, Angelica Panganiban, Dante Rivero",Maryo J. De los Reyes,,6.5,117 minutes,"Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn.",Filipino,Maricel Soriano,Aga Muhlach,Angelica Panganiban,Dante Rivero,,,,,,,,,,,,,,,,,,Maryo J. De los Reyes,,,,,,,,,,,,,
A Madea Homecoming ,Movie,2022,TV-MA,"Tyler Perry, Brendan O\'Carroll, Tamela J. Mann",Tyler Perry,Comedy,,105 min,Madea's back -- hallelujer! And she's not putting up with any nonsense as family drama erupts at her great-grandson's college graduation celebration.,English,Tyler Perry,Brendan O\'Carroll,Tamela J. Mann,,,,,,,,,,,,,,,,,,,Tyler Perry,,,,,,Comedy,,,,,,,
A Man For The Week End ,Movie,2018,TV-14,"Syndy Emade, Alexx Ekubo, Solange Ojong, Nchifor Valery, Miss Li, Becky Takang ",Achille Brice,"Romantic, Comedy",,94 mins,A career-focused woman convinces a colleague to pose as her boyfriend for a family visit -- and must face a meddling mom and some unexpected feelings.,English,Syndy Emade,Alexx Ekubo,Solange Ojong,Nchifor Valery,Miss Li,Becky Takang ,,,,,,,,,,,,,,,,Achille Brice,,,,,,Romantic,Comedy,,,,,,
A Man of Action ,Movie,2022,TV-MA,"Juan José Ballesta, Luis Callejo, Liah O\'Prey",Javier Ruiz Caldera,"Biography, Drama, History",,111 min,"In this drama inspired by the life of Lucio Urtubia, an anarchist targets one of the world's biggest banks with an ingenious counterfeiting operation.",Spanish,Juan José Ballesta,Luis Callejo,Liah O\'Prey,,,,,,,,,,,,,,,,,,,Javier Ruiz Caldera,,,,,,Biography,Drama,History,,,,,
A Man Returned ,Movie,2016,TV-MA,Reda Al-Saleh,Mahdi Fleifel,"Documentary, Short, Crime",,30 min,"After three years of hardship in Greece, a Palestinian man dealing with addiction returns to Ain al-Hilweh refugee camp in Lebanon and decides to marry.",Arabic,Reda Al-Saleh,,,,,,,,,,,,,,,,,,,,,Mahdi Fleifel,,,,,,Documentary,Short,Crime,,,,,
A Man Wanted ,Movie,2017,TV-14,"Nelly Karim, Muhammad Mamdooh, Mohamed Ali",Mohamed Ali,"Comedy, Drama, Romance",,135 min,"Eager to fulfill her dream of motherhood before it's too late, a relationship-skeptic banker comes up with an unusual plan to become a single mother.",Arabic,Nelly Karim,Muhammad Mamdooh,Mohamed Ali,,,,,,,,,,,,,,,,,,,Mohamed Ali,,,,,,Comedy,Drama,Romance,,,,,
A Monster Calls ,Movie,2016,PG-13,"Lewis MacDougall, Sigourney Weaver, Felicity Jones, Toby Kebbell",J.A. Bayona,"Adventure, Drama, Family, Fantasy",7.5,108 min,"Overwhelmed by his mother's illness, a young boy begins to understand human complexity through the fantastic tales of a consoling tree monster.",English,Lewis MacDougall,Sigourney Weaver,Felicity Jones,Toby Kebbell,,,,,,,,,,,,,,,,,,J.A. Bayona,,,,,,Adventure,Drama,Family,Fantasy,,,,
A Naija Christmas ,Movie,2021,TV-14,"Rachel Oniga, Kunle Remi, Segilola Ogidan, Efa Iwara, Linda Osifo, Abayomi Alvin",Kunle Afolayan,"Romantic, Comedy, Nollywood",,121 min,A mother's Christmas wish -- and the grand prize that comes with it -- sets off a fierce competition between her sons.,English,Rachel Oniga,Kunle Remi,Segilola Ogidan,Efa Iwara,Linda Osifo,Abayomi Alvin,,,,,,,,,,,,,,,,Kunle Afolayan,,,,,,Romantic,Comedy,Nollywood,,,,,
A Natural Born Fool ,Movie,2004,TV-PG,"Hany Ramzy, Hassan Hosny, Nelly Karim, Talaat Zakareia, Saeed Tarabeek, Samy Maghawry",Rami Imam,Comedy,,87 mins,"To make ends meet ahead of marrying his sweetheart, a man goes into the burglary business with her uncle -- but his incompetence gets them into trouble.",Arabic,Hany Ramzy,Hassan Hosny,Nelly Karim,Talaat Zakareia,Saeed Tarabeek,Samy Maghawry,,,,,,,,,,,,,,,,Rami Imam,,,,,,Comedy,,,,,,,
A New York Christmas Wedding ,Movie,2020,TV-MA,"Chris Noth, Denny Dillon, Tyra Ferrell, Joe Perrino",Otoja Abit,"Romance, LGBTQ, Christmas",,89 mins,"As her wedding nears, a bride-to-be is visited by an angel who reveals what could have been if she'd followed feelings for her childhood best friend.",English,Chris Noth,Denny Dillon,Tyra Ferrell,Joe Perrino,,,,,,,,,,,,,,,,,,Otoja Abit,,,,,,Romance,LGBTQ,Christmas,,,,,
A Not So Merry Christmas ,Movie,2022,TV-MA,"Mauricio Ochmann, Ana Brenda Contreras, Manu NNa, José Sefami, María Rojo, Paula Espinosa",Mark Alazraki,Comedy,,100 mins,"A curse is placed on grinchy Chuy, who wakes up to find he's lived a full year, but is doomed to remember only Christmas Day. Every year. From now on.",Spanish,Mauricio Ochmann,Ana Brenda Contreras,Manu NNa,José Sefami,María Rojo,Paula Espinosa,,,,,,,,,,,,,,,,Mark Alazraki,,,,,,Comedy,,,,,,,
A Perfect Fit ,Movie,2021,TV-PG,"Nadya Arina, Refal Hady, Giorgino Abraham, Laura Theux",Hadrah Daeng Ratu,"Comedy, Drama, Romance",,112 min,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",Indonesian,Nadya Arina,Refal Hady,Giorgino Abraham,Laura Theux,,,,,,,,,,,,,,,,,,Hadrah Daeng Ratu,,,,,,Comedy,Drama,Romance,,,,,
