title,type,titlereleased,image_landscape,image_portrait,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,language
6 Underground,Movie,2019,https://occ-0-300-299.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABXjca9KFpCJn39YIT9r2DYezIMaQuB-Se9fwQOFgnNjMvrIDSOuj1c0fOgicOndCN7jYzYiJC27G63qFoPwmravL29dqEFa63oC7a5IMqnDkYiQrlQeCMDt9cXdI4g.jpg,https://occ-0-300-299.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABXjca9KFpCJn39YIT9r2DYezIMaQuB-Se9fwQOFgnNjMvrIDSOuj1c0fOgicOndCN7jYzYiJC27G63qFoPwmravL29dqEFa63oC7a5IMqnDkYiQrlQeCMDt9cXdI4g.jpg,R,SuperHD,"Ryan Reynolds, Mélanie Laurent, Corey Hawkins, Dave Franco",Michael Bay,,6.1/10,128 minutes,81001887,2019-12-13,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",English
678 ,Movie,2010,https://www.whats-on-netflix.com/wp-content/uploads/covers/678.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/678.jpeg,TV-14,,"Nelly Karim, Bushra, Maged El-Kidwani, Basem Samrah",Mohamed Diab,"Drama, Egyptian",,100 min,81424367,2021-05-20,"This film sheds light on sexual harassment in Egypt, following the lives of three women from different social classes who have been subjected to it.",Arabic
7 años,Movie,2016,https://occ-0-116-114.1.nflxso.net/art/4d1a4/a1076e9525ed4e3b8498d5a824d9e450c324d1a4.jpg,https://occ-0-116-114.1.nflxso.net/art/4d1a4/a1076e9525ed4e3b8498d5a824d9e450c324d1a4.jpg,TV-MA,SuperHD,"Paco León, Juana Acosta, Juan Pablo Raba, Alex Brendemühl",Roger Gual,,6.8/10,77 minutes,80095197,2016-10-27,Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.,
7 Khoon Maaf,Movie,2011,https://occ-0-114-116.1.nflxso.net/art/81e7b/66d3cd42dcaa470c7a1a544d409630c0d5b81e7b.jpg,https://occ-0-114-116.1.nflxso.net/art/81e7b/66d3cd42dcaa470c7a1a544d409630c0d5b81e7b.jpg,TV-MA,SuperHD,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan",Vishal Bhardwaj,,6.1/10,147 minutes,70139075,2018-08-01,"Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men -- only to find them flawed.",
7 Prisoners ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/7prisoners.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/7prisoners.jpeg,R,,"Josias Duarte, Cecília Homem de Mello, Vitor Julian",Alexandre Moratto,Drama,,93 min,81173970,2021-11-11,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.,Portuguese
7 Yards: The Chris Norton Story ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/7yardsthechrisnortonstory.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/7yardsthechrisnortonstory.jpeg,TV-PG,SuperHD,"Chris Norton, Mike Barwis, Emily Norton",Jonathon Link,Documentary,,93 min,81351554,2021-03-30,"The true story of former college football player Chris Norton, who defied the odds after a devastating accident -- with the woman he loves by his side.",English
9to5: The Story of a Movement ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/9to5thestoryofamovement.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/9to5thestoryofamovement.jpeg,TV-MA,,"Rose Aguirra, Verna Barksdale, Laurie Brown","Steven Bognar, Julia Reichert","Documentary, History",,89 min,81160953,2021-07-22,"In this documentary, female office workers in '70s Boston inspire change with a call for better pay, more opportunities and an end to sexual harassment.",English
A 2nd Chance,Movie,2011,https://occ-0-116-114.1.nflxso.net/art/c1462/de7abab3ba5fdd04a0bc2bce3e0aaa0300ec1462.jpg,https://occ-0-116-114.1.nflxso.net/art/c1462/de7abab3ba5fdd04a0bc2bce3e0aaa0300ec1462.jpg,PG,SuperHD,"Nina Pearce, Adam Tuominen, Emily Morris, Amy Handley",Clay Glen,,4.7/10,95 minutes,70290905,2017-07-01,"A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team.",English
A 3 Minute Hug,Movie,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaEwhLm-CTj4Y8CntCK0eDU2xy4P8t7c-KJMpnRI4hg686tVdeKB9dezl47eHXyiv1L-_i6XRU2NS-jpQMa8ZGKzltr0LbU6QWZ-OlMg7TxsfGOHiYVt7-UOUIML0A.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaEwhLm-CTj4Y8CntCK0eDU2xy4P8t7c-KJMpnRI4hg686tVdeKB9dezl47eHXyiv1L-_i6XRU2NS-jpQMa8ZGKzltr0LbU6QWZ-OlMg7TxsfGOHiYVt7-UOUIML0A.jpg,TV-PG,SuperHD,,Everardo González,,6.4/10,28 minutes,80244679,2019-10-28,This documentary captures the joy and heartbreak of families separated by the U.S.-Mexico border sharing a short but bittersweet reunion in 2018.,Spanish
A Babysitter's Guide to Monster Hunting ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/ababysittersguidetomonsterhunting.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/ababysittersguidetomonsterhunting.jpeg,TV-PG,SuperHD,"Tom Felton, Indya Moore, Oona Laurence, Momona Tamada",Rachel Talalay,"Comedy, Family, Fantasy",,94 min,81012821,2020-10-15,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",English
A Bad Moms Christmas,Movie,2017,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABZ4odfw0mo8FxCzf3uzfgFH6wmT7EvXqcN3194fwArbX4uP_Txsk9Puh1UNB5eL_MSLjO_w0516GIAJkolmzFigsLbyV.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABZ4odfw0mo8FxCzf3uzfgFH6wmT7EvXqcN3194fwArbX4uP_Txsk9Puh1UNB5eL_MSLjO_w0516GIAJkolmzFigsLbyV.jpg,R,UltraHD,"Mila Kunis, Kristen Bell, Kathryn Hahn, Susan Sarandon","Jon Lucas, Scott Moore",,5.6/10,104 minutes,80177872,2020-02-11,"Stressed-out moms Amy, Carla and Kiki are back, and the looming Christmas holiday gets even more daunting when their mothers show up for a visit.",English
A Beautiful Life,Movie,2011,https://occ-0-1722-1723.1.nflxso.net/art/fd907/c80f81f6b61e05473b03b00390ac828d55bfd907.jpg,https://occ-0-1722-1723.1.nflxso.net/art/fd907/c80f81f6b61e05473b03b00390ac828d55bfd907.jpg,TV-14,SuperHD,"Shu Qi, Liu Ye, Anthony Wong Chau-sang, Liang Tian",Andrew Lau Wai-keung,,6.7/10,122 minutes,70216819,2018-12-01,"After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives.",Mandarin
A Boy Called Christmas ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/aboycalledchristmas.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/aboycalledchristmas.jpeg,PG,,"Maggie Smith, Michiel Huisman, Kristen Wiig",Gil Kenan,"Adventure, Drama, Family",,106 min,81029733,2021-11-24,Determined young Nikolas meets his destiny in a magical land inhabited by elves on a quest to find his father -- and bring home the gift of hope.,English
A Breath of Fresh Air ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/abreathoffreshair.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/abreathoffreshair.jpeg,TV-MA,,"Aldo Baglio, Lucia Ocone, Giovanni Calcagno, Ludovica Martino, Davide Calgaro, Manuela Ventura",Alessio Lauria,"Comedy, Drama",,95 mins,81496193,2022-10-17,Salvo wants to save his bankrupt pizzeria. Lillo wants to save the family farm. The two estranged brothers must come together when their father dies.,Italian
A California Christmas ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/acaliforniachristmas.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/acaliforniachristmas.jpeg,TV-14,SuperHD,"Lauren Swickard, Josh Swickard, Amanda Detmer, Ali Afshar",Shaun Paul Piccinino,"Comedy, Romance",,106 min,81344378,2020-12-14,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",English
A California Christmas: City Lights ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/acaliforniachristmascitylights.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/acaliforniachristmascitylights.jpeg,PG-13,,"Lauren Swickard, Josh Swickard, Amanda Detmer",Shaun Paul Piccinino,"Drama, Romance",,90 min,81447216,2021-12-16,"A year after their romance took root, Callie and Joseph are leaving the ranch for family business in San Francisco -- with wedding bells on the horizon.",English
A Call to Spy ,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/acalltospy.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/acalltospy.jpeg,PG-13,,"Sarah Megan Thomas, Stana Katic, Radhika Apte",Lydia Dean Pilcher,"Biography, Crime, Drama",,123 min,81318865,2022-07-01,"After France falls to the Nazis, two women seek to support the war effort by spying for a secret agency under Churchill. Based on a true story.",English
A Castle For Christmas ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/acastleforchristmas.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/acastleforchristmas.jpeg,TV-G,,"Cary Elwes, Brooke Shields, Vanessa Grasse",Mary Lambert,"Adventure, Comedy, Family",,98 min,81026181,2021-11-26,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle -- and faces off with the grumpy duke who owns it.",English
A Chaster Marriage,Movie,2016,https://www.whats-on-netflix.com/wp-content/uploads/covers/achastermarriage.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/achastermarriage.jpeg,TV-14,SuperHD,"Emre Karayel, Ceren Moray, Begüm Kütük, Ferdi Akarnur",Umut Kirca,"Comedy, Family, Romance",,98 min,81314932,2020-10-02,"Forced to wed his childhood friend, a man obsessed with football attempts to get rid of his wife in order to keep the woman he truly loves.",Turkish
A Chinese Odyssey Part Two: Cinderella ,Movie,1995,https://www.whats-on-netflix.com/wp-content/uploads/covers/achineseodysseyparttwocinderella.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/achineseodysseyparttwocinderella.jpeg,TV-14,,"Stephen Chow, Man-Tat Ng, Athena Chu",Jeffrey Lau,"Action, Adventure, Comedy",,98 min,7774426,2022-08-13,"After using the Pandora's Box, Joker finds himself stuck centuries in the past, where he encounters his old master and an array of villains.",Cantonese
A Chinese Odyssey: Part One - Pandora's Box,Movie,1995,https://www.whats-on-netflix.com/wp-content/uploads/covers/achineseodysseypartonepandorasbox.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/achineseodysseypartonepandorasbox.jpeg,TV-14,,"Stephen Chow, Man-Tat Ng, Kar-Ying Law",Jeffrey Lau,"Action, Adventure, Comedy",,87 min,374329,2022-08-14,"When the Goddess of Happiness tosses the Longevity Monk and his disciples out of heaven (because the Monkey King tried to attain immortality), the Monkey King is reincarnated as the Joker. He now spends his time chasing two jealous women.",Cantonese
A Choo,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/achoo.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/achoo.jpeg,TV-14,SuperHD,"Kai Ko, Louis Koo, Ariel Lin, Kuan-Ting Liu","Kevin Ko, Peter Tsi","Fantasy, Romance",,102 min,81322031,2020-10-14,"Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain.",Mandarin
A Christmas Prince,Movie,2017,https://occ-0-116-114.1.nflxso.net/art/be136/bd9afb5c585a810de0b3b5d480ed815dd89be136.jpg,https://occ-0-116-114.1.nflxso.net/art/be136/bd9afb5c585a810de0b3b5d480ed815dd89be136.jpg,TV-PG,SuperHD,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",Alex Zamm,,5.7/10,92 minutes,80160759,2017-11-17,Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.,English
A Christmas Prince: The Royal Baby,Movie,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABQM7-oH8QoXicmX9sryop9WtMw4JEi8uC78Yk_5wHj6-ugaggn5BD3FDtKk6y2tsPt9yXFdzK49xdStaM50g1bNMN9wklX-8ZQwWbAnz6G9oO7S3GVuAMjryJrMltA.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABQM7-oH8QoXicmX9sryop9WtMw4JEi8uC78Yk_5wHj6-ugaggn5BD3FDtKk6y2tsPt9yXFdzK49xdStaM50g1bNMN9wklX-8ZQwWbAnz6G9oO7S3GVuAMjryJrMltA.jpg,TV-PG,SuperHD,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",John Schultz,,5.3/10,85 minutes,81029841,2019-12-05,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery.",English
A Christmas Prince: The Royal Wedding,Movie,2018,https://occ-0-1722-1723.1.nflxso.net/art/5b37d/c55201f680fecd7118a2e15cb9f8078df0d5b37d.jpg,https://occ-0-1722-1723.1.nflxso.net/art/5b37d/c55201f680fecd7118a2e15cb9f8078df0d5b37d.jpg,TV-PG,SuperHD,"Rose McIver, Ben Lamb, Alice Krige, Simon Dutton",John Schultz,,5.2/10,93 minutes,80238204,2018-11-30,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",English
A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Movie,2016,https://occ-0-114-116.1.nflxso.net/art/36837/98ed8958b0a054c55429dd655605c4a505c36837.jpg,https://occ-0-114-116.1.nflxso.net/art/36837/98ed8958b0a054c55429dd655605c4a505c36837.jpg,TV-Y7,SuperHD,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee",Thomas Astruc,,7.7/10,21 minutes,80163222,2016-12-20,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.,English
A Cinderella Story,Movie,2004,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRpAi-s32uuxcxCf90rbVaf9_sbF7fUs3DkM9LSq9e-batWGzNS27QldR4928jmiie1G5RAcZNScFUdW5tVpiA6FvrPX.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRpAi-s32uuxcxCf90rbVaf9_sbF7fUs3DkM9LSq9e-batWGzNS27QldR4928jmiie1G5RAcZNScFUdW5tVpiA6FvrPX.jpg,PG,SuperHD,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd",Mark Rosman,"Children & Family Movies
                  Comedies",5.9/10,95 minutes,60036237,2020-01-01,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,English
A Cinderella Story: Christmas Wish,Movie,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABX83tvhTjmzih5CSPNGQNkdhif8-d2sYR8m96RyN7WtuoylHDhmv9lH7vSKKSY5fBtbFvnGoxhqSM0Uk3p7Uk_5S3GnT.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABX83tvhTjmzih5CSPNGQNkdhif8-d2sYR8m96RyN7WtuoylHDhmv9lH7vSKKSY5fBtbFvnGoxhqSM0Uk3p7Uk_5S3GnT.jpg,PG,SuperHD,"Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch",Michelle Johnston,,5.2/10,86 minutes,81148811,2019-12-01,"Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle.",English
A Classic Horror Story ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/aclassichorrorstory.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/aclassichorrorstory.jpeg,TV-MA,,"Matilda Anna Ingrid Lutz, Francesco Russo, Peppino Mazzotta, Will Merrick","Roberto De Feo, Paolo Strippoli","Drama, Horror, Mystery, Thriller",,95 min,81248435,2021-07-14,"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.",Italian
A Clockwork Orange,Movie,1971,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABf_VOQpcGpz4OJp_0NKsZ-PRG3kshjF_bQJvwjjcEeFSg-4QsXbu45ZK24wUprpJWNANJ1WN5Z38Wzh15_A74oi1HgpNxdU87g.jpg?r\x3D31a,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABf_VOQpcGpz4OJp_0NKsZ-PRG3kshjF_bQJvwjjcEeFSg-4QsXbu45ZK24wUprpJWNANJ1WN5Z38Wzh15_A74oi1HgpNxdU87g.jpg?r\x3D31a,PG,SuperHD,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke",Stanley Kubrick,"Classic Movies
                  Cult Movies
                  Dramas",8.2/10,136 minutes,383466,2019-03-01,"A young man spends his time stealing, raping and beating innocent people in nihilistic orgies of violence, all in an attempt to get his nightly kicks.",English
A Cop Movie,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/acopmovie.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/acopmovie.jpeg,R,,"Mónica Del Carmen, Raúl Briones, María Teresa Hernández Cañas, José de Jesús Rodríguez Hernández",Alonso Ruizpalacios,Documentary,,107 mins,81314321,2021-11-05,"This documentary walks the line between fact and fiction, delving into corruption in the Mexican police through the experiences of two officers.",Spanish
A Cowgirl's Song ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/acowgirlssong.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/acowgirlssong.jpeg,PG,,"Cheryl Ladd, Rachel Cannon, Savannah Lee May",Timothy Armstrong,"Drama, Music",,93 min,81597927,2022-08-21,"After her father is wrongly arrested, an aspiring teen singer teams up with her grandmother, a country music legend, to raise the money for bail.",English
A Cut Above ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/acutabove.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/acutabove.jpeg,TV-MA,,"Juliana Alves, Neusa Borges, Solange Couto",Rodrigo França,Comedy,,90 min,81437105,2022-07-28,"With his mom's salon on the brink of bankruptcy, a dedicated son rolls up his sleeves to help and discovers himself as the coolest barber on the block.",Portuguese
A Drop of Blood ,Movie,2015,https://www.whats-on-netflix.com/wp-content/uploads/covers/adropofblood.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/adropofblood.jpeg,TV-PG,,"Fitore Broqi, May-Linda Kosumovic, Ilire Vinca Celaj",Bekim Guri,"Short, Drama",,60 mins,81587616,2022-05-06,"Feeling neglected after her father takes a new wife, a young girl soon realizes that her new stepmom is far more dangerous than she thought.",Albanian
A Drowning Man ,Movie,2017,https://www.whats-on-netflix.com/wp-content/uploads/covers/adrowningman.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/adrowningman.jpeg,TV-MA,,"Atef Alshafei, Jalal Qaniry, Thymios Koukios",Mahdi Fleifel,"Short, Drama",,15 min,81504284,2021-10-14,"Alone and away from home, a Palestinian man paces the streets of Athens as he contends with his new life in exile.",Arabic
A Fairly Odd Summer,Movie,2014,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABXgXiRY-nZ16Pj6ZDyrdDyjzCk-Yzk9iL93YjWTf3zIrip7ZfuEBQ2ob7T5hXezC2pljS4bPTg78OlISwsqhFEBLgeNL.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABXgXiRY-nZ16Pj6ZDyrdDyjzCk-Yzk9iL93YjWTf3zIrip7ZfuEBQ2ob7T5hXezC2pljS4bPTg78OlISwsqhFEBLgeNL.jpg,TV-Y,SuperHD,"Drake Bell, Daniella Monet, David Lewis, Susanne Blakeslee",Savage Steve Holland,,3.9/10,67 minutes,81214223,2019-11-01,"In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands.",English
A Fall from Grace,Movie,2020,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaQHW8Xhd6YbPNfA8bpq3RnHRoSrgIcYymgOQFnHtjkv7xknCKWsNxnymXEbjkv1fSKxaYZbUYz2BZi-tK6oR6dxFs7jywtgfz9emwRr1kTrGUCASAxYwM0EADpLEA.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaQHW8Xhd6YbPNfA8bpq3RnHRoSrgIcYymgOQFnHtjkv7xknCKWsNxnymXEbjkv1fSKxaYZbUYz2BZi-tK6oR6dxFs7jywtgfz9emwRr1kTrGUCASAxYwM0EADpLEA.jpg,TV-MA,SuperHD,"Crystal Fox, Phylicia Rashad, Cicely Tyson, Bresha Webb",Tyler Perry,,5.8/10,120 minutes,81127902,2020-01-17,"When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry.",English
A Family ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/afamily.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/afamily.jpeg,TV-MA,,"Gô Ayano, Naoyuki Fernandez, Hayato Ichihara",Michihito Fujii,"Crime, Drama",,136 min,81424705,2021-06-18,"Taken in by the yakuza at a young age, Kenji swears allegiance to his old-school boss, pledging to adhere to the family code amid ever-changing times.",Japanese
